city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Perth,IT,Data Scientist,3,5.25,Azure AI,1
Townsville,Manufacturing,ML Engineer,9,24.05,Azure AI,1
Brisbane,Manufacturing,AI Researcher,10,26.76,AWS AI,1
Cairns,IT,AI Researcher,0,12.53,AWS AI,1
Sydney,Finance,AI Researcher,3,16.18,ChatGPT,1
Wollongong,IT,Data Analyst,3,11.44,Scikit-learn,1
Sydney,Finance,ML Engineer,10,30.9,AWS AI,1
Sydney,IT,Data Analyst,7,14.06,PyTorch,1
Sydney,Finance,Data Scientist,0,5.78,TensorFlow,0
Brisbane,Finance,ML Engineer,1,10.08,ChatGPT,1
Sydney,Healthcare,Data Scientist,6,15.03,ChatGPT,0
Brisbane,Finance,Data Analyst,1,5.79,PyTorch,1
Melbourne,IT,ML Engineer,8,23.95,AWS AI,1
Perth,Healthcare,Data Scientist,6,16.39,ChatGPT,0
Perth,EdTech,AI Researcher,2,12.0,PyTorch,0
Sydney,Manufacturing,AI Researcher,9,26.34,ChatGPT,1
Adelaide,E-commerce,Data Analyst,0,3.0,Scikit-learn,1
Brisbane,Finance,ML Engineer,5,16.8,Scikit-learn,0
Melbourne,EdTech,AI Researcher,0,7.66,AWS AI,1
Gold Coast,IT,AI Engineer,8,17.98,ChatGPT,1
Melbourne,Healthcare,AI Engineer,5,12.23,Scikit-learn,0
Sydney,IT,AI Engineer,9,22.21,PyTorch,1
Brisbane,Finance,ML Engineer,8,19.48,Scikit-learn,0
Cairns,Manufacturing,AI Engineer,5,16.75,Scikit-learn,0
Newcastle,EdTech,Data Scientist,3,6.57,Azure AI,1
Gold Coast,Healthcare,Data Analyst,8,18.14,Azure AI,1
Brisbane,Finance,AI Engineer,7,17.61,AWS AI,0
Cairns,Healthcare,Data Scientist,1,6.41,Azure AI,1
Gold Coast,Healthcare,AI Engineer,4,7.96,ChatGPT,1
Sydney,EdTech,AI Engineer,0,3.54,ChatGPT,1
Perth,E-commerce,Data Analyst,7,17.55,TensorFlow,1
Townsville,IT,AI Researcher,10,27.41,TensorFlow,1
Perth,Finance,AI Researcher,6,24.62,TensorFlow,0
Perth,EdTech,AI Engineer,7,17.68,Scikit-learn,1
Brisbane,E-commerce,Data Analyst,1,7.71,TensorFlow,1
Wollongong,IT,AI Researcher,10,27.45,Scikit-learn,1
Melbourne,EdTech,AI Researcher,1,7.64,ChatGPT,1
Wollongong,IT,ML Engineer,7,21.98,Scikit-learn,1
Brisbane,Manufacturing,Data Scientist,0,4.24,AWS AI,1
Perth,IT,Data Scientist,8,20.1,AWS AI,1
Newcastle,Manufacturing,Data Analyst,9,22.62,AWS AI,0
Cairns,EdTech,AI Engineer,8,20.68,TensorFlow,1
Melbourne,Manufacturing,AI Researcher,10,30.21,PyTorch,0
Newcastle,Manufacturing,Data Scientist,9,21.5,Azure AI,0
Cairns,EdTech,Data Scientist,3,9.04,Azure AI,0
Wollongong,Manufacturing,Data Analyst,5,12.72,AWS AI,0
Cairns,Manufacturing,AI Researcher,6,18.84,Scikit-learn,1
Adelaide,Manufacturing,AI Engineer,0,7.07,AWS AI,1
Sydney,Manufacturing,Data Analyst,3,8.5,Azure AI,1
Newcastle,Finance,Data Scientist,2,10.22,PyTorch,1
Gold Coast,IT,AI Engineer,3,7.87,ChatGPT,0
Adelaide,Manufacturing,AI Engineer,7,15.83,TensorFlow,1
Wollongong,E-commerce,Data Analyst,11,24.95,ChatGPT,0
Cairns,Finance,ML Engineer,9,24.12,Scikit-learn,1
Adelaide,Manufacturing,AI Researcher,0,12.6,ChatGPT,0
Cairns,E-commerce,AI Engineer,6,15.63,Scikit-learn,1
Cairns,IT,Data Scientist,2,5.08,TensorFlow,0
Wollongong,EdTech,AI Researcher,1,8.54,Scikit-learn,1
Cairns,EdTech,Data Analyst,4,11.46,TensorFlow,1
Gold Coast,Manufacturing,ML Engineer,5,15.55,TensorFlow,1
Adelaide,IT,Data Analyst,2,6.57,ChatGPT,0
Melbourne,Finance,ML Engineer,6,17.33,TensorFlow,1
Perth,EdTech,Data Scientist,7,16.86,PyTorch,1
Gold Coast,E-commerce,ML Engineer,10,28.14,Scikit-learn,1
Brisbane,EdTech,Data Analyst,4,11.43,ChatGPT,0
Wollongong,E-commerce,ML Engineer,9,22.94,Azure AI,1
Sydney,E-commerce,AI Researcher,2,12.59,ChatGPT,0
Cairns,Finance,Data Scientist,7,16.37,AWS AI,1
Gold Coast,IT,AI Engineer,1,4.38,Scikit-learn,1
Townsville,EdTech,AI Researcher,0,7.56,Azure AI,1
Adelaide,E-commerce,Data Scientist,1,9.46,ChatGPT,1
Townsville,Manufacturing,AI Engineer,7,16.58,Scikit-learn,0
Adelaide,Healthcare,Data Scientist,1,6.74,ChatGPT,1
Townsville,Manufacturing,ML Engineer,3,11.76,AWS AI,1
Cairns,E-commerce,Data Analyst,0,5.12,ChatGPT,0
Wollongong,Finance,AI Researcher,3,14.93,Scikit-learn,1
Gold Coast,EdTech,Data Scientist,1,6.55,Scikit-learn,1
Newcastle,IT,AI Researcher,10,25.85,PyTorch,1
Perth,IT,AI Researcher,0,9.93,AWS AI,1
Perth,IT,AI Researcher,3,11.29,PyTorch,1
Townsville,E-commerce,AI Engineer,1,3.0,Azure AI,0
Newcastle,E-commerce,AI Engineer,8,20.27,Azure AI,1
Sydney,Finance,Data Scientist,2,4.78,AWS AI,1
Adelaide,Healthcare,Data Analyst,10,23.1,Scikit-learn,1
Newcastle,E-commerce,ML Engineer,6,18.28,PyTorch,1
Newcastle,Healthcare,AI Researcher,6,20.94,Azure AI,1
Brisbane,EdTech,Data Analyst,9,20.43,Scikit-learn,0
Townsville,Healthcare,AI Researcher,9,22.26,AWS AI,0
Gold Coast,IT,Data Analyst,6,14.54,PyTorch,0
Townsville,IT,Data Analyst,7,15.89,PyTorch,1
Cairns,Finance,ML Engineer,6,19.95,TensorFlow,1
Gold Coast,IT,ML Engineer,10,22.53,ChatGPT,1
Adelaide,IT,Data Analyst,3,11.63,Scikit-learn,1
Perth,Finance,Data Analyst,9,25.26,Azure AI,1
Wollongong,Manufacturing,AI Researcher,3,10.36,ChatGPT,1
Newcastle,EdTech,AI Researcher,7,23.03,TensorFlow,0
Sydney,E-commerce,Data Analyst,4,8.26,Scikit-learn,0
Adelaide,EdTech,AI Researcher,9,27.24,ChatGPT,0
Perth,Finance,ML Engineer,3,13.66,TensorFlow,1
Gold Coast,Manufacturing,Data Scientist,9,22.72,Scikit-learn,1
Sydney,EdTech,AI Engineer,1,3.79,Scikit-learn,1
Sydney,EdTech,Data Analyst,1,5.94,AWS AI,1
Perth,Finance,AI Engineer,11,28.63,PyTorch,0
Newcastle,Healthcare,AI Researcher,5,21.86,TensorFlow,1
Brisbane,Manufacturing,AI Researcher,11,31.16,Azure AI,1
Townsville,Manufacturing,ML Engineer,5,18.64,AWS AI,1
Sydney,EdTech,Data Scientist,10,25.74,PyTorch,0
Adelaide,IT,Data Scientist,11,24.84,Azure AI,1
Perth,EdTech,AI Engineer,1,6.94,PyTorch,1
Perth,Healthcare,Data Scientist,1,4.64,TensorFlow,1
Sydney,Manufacturing,AI Researcher,2,12.62,ChatGPT,0
Newcastle,EdTech,AI Engineer,6,13.47,TensorFlow,0
Brisbane,Finance,AI Engineer,0,3.27,ChatGPT,1
Sydney,E-commerce,Data Analyst,4,11.19,TensorFlow,0
Townsville,E-commerce,ML Engineer,4,15.03,AWS AI,1
Townsville,Manufacturing,Data Analyst,6,12.73,TensorFlow,1
Adelaide,IT,AI Researcher,4,16.4,Scikit-learn,1
Cairns,IT,AI Engineer,10,18.77,PyTorch,1
Sydney,IT,AI Engineer,10,23.0,TensorFlow,1
Melbourne,Manufacturing,Data Scientist,9,22.87,ChatGPT,1
Townsville,IT,Data Scientist,1,5.68,PyTorch,1
Brisbane,EdTech,Data Scientist,8,19.01,Azure AI,0
Newcastle,E-commerce,ML Engineer,0,5.58,TensorFlow,0
Newcastle,Manufacturing,AI Researcher,6,21.56,PyTorch,1
Townsville,Healthcare,AI Engineer,5,13.02,PyTorch,0
Newcastle,E-commerce,AI Researcher,11,29.26,AWS AI,1
Sydney,Manufacturing,ML Engineer,2,10.1,ChatGPT,1
Perth,Manufacturing,Data Analyst,2,4.27,PyTorch,1
Melbourne,EdTech,AI Engineer,4,13.21,PyTorch,1
Adelaide,Finance,ML Engineer,2,12.93,TensorFlow,1
Melbourne,Finance,ML Engineer,1,7.93,Azure AI,1
Wollongong,EdTech,AI Engineer,8,22.51,Scikit-learn,1
Perth,E-commerce,AI Researcher,2,10.19,AWS AI,1
Adelaide,Finance,Data Analyst,3,8.27,PyTorch,1
Townsville,E-commerce,ML Engineer,7,20.49,AWS AI,0
Sydney,EdTech,AI Engineer,0,6.55,AWS AI,1
Cairns,E-commerce,ML Engineer,1,8.98,AWS AI,0
Perth,Manufacturing,ML Engineer,0,4.36,PyTorch,1
Adelaide,IT,AI Engineer,2,6.78,Azure AI,0
Adelaide,Manufacturing,ML Engineer,3,12.47,AWS AI,1
Wollongong,IT,AI Researcher,10,28.07,AWS AI,1
Townsville,EdTech,Data Scientist,7,21.43,AWS AI,1
Wollongong,E-commerce,Data Analyst,11,24.29,ChatGPT,1
Brisbane,IT,Data Analyst,8,17.39,AWS AI,1
Cairns,EdTech,Data Analyst,5,11.34,ChatGPT,1
Brisbane,Finance,Data Analyst,8,22.62,PyTorch,1
Sydney,Manufacturing,ML Engineer,11,28.43,AWS AI,1
Melbourne,Finance,Data Analyst,1,6.13,Scikit-learn,1
Cairns,Manufacturing,Data Scientist,4,13.69,PyTorch,0
Townsville,Finance,ML Engineer,2,10.65,ChatGPT,1
Cairns,E-commerce,Data Scientist,8,19.68,ChatGPT,1
Sydney,Manufacturing,Data Scientist,6,17.74,AWS AI,0
Gold Coast,Manufacturing,ML Engineer,5,16.15,AWS AI,1
Adelaide,Manufacturing,AI Engineer,9,21.52,ChatGPT,1
Adelaide,IT,Data Scientist,0,3.67,PyTorch,0
Melbourne,Finance,ML Engineer,0,5.98,Scikit-learn,1
Townsville,Healthcare,AI Researcher,11,27.22,TensorFlow,1
Perth,Healthcare,Data Scientist,2,7.38,TensorFlow,1
Gold Coast,E-commerce,ML Engineer,1,10.77,AWS AI,0
Adelaide,Healthcare,AI Researcher,6,24.54,PyTorch,1
Newcastle,Healthcare,Data Analyst,9,20.48,TensorFlow,1
Brisbane,Manufacturing,Data Scientist,4,10.42,PyTorch,1
Townsville,Manufacturing,Data Scientist,11,29.74,TensorFlow,1
Brisbane,EdTech,Data Scientist,4,11.19,TensorFlow,0
Gold Coast,Healthcare,Data Analyst,9,24.0,ChatGPT,1
Newcastle,Manufacturing,AI Engineer,11,24.5,Scikit-learn,1
Newcastle,EdTech,AI Researcher,3,15.46,ChatGPT,1
Townsville,E-commerce,Data Scientist,5,12.51,TensorFlow,0
Adelaide,EdTech,ML Engineer,11,29.63,Azure AI,0
Sydney,E-commerce,AI Engineer,1,6.03,PyTorch,1
Sydney,Healthcare,ML Engineer,8,24.69,TensorFlow,1
Brisbane,Manufacturing,AI Researcher,4,17.47,PyTorch,1
Perth,Healthcare,AI Engineer,8,17.1,ChatGPT,0
Gold Coast,E-commerce,AI Researcher,8,21.31,AWS AI,1
Perth,EdTech,AI Researcher,5,20.41,AWS AI,1
Gold Coast,IT,AI Engineer,0,4.72,Scikit-learn,0
Sydney,Healthcare,ML Engineer,4,12.1,Azure AI,1
Perth,EdTech,AI Engineer,7,16.03,Scikit-learn,0
Wollongong,E-commerce,Data Scientist,3,12.36,PyTorch,0
Brisbane,Manufacturing,AI Engineer,1,7.17,TensorFlow,1
Cairns,EdTech,ML Engineer,8,23.14,AWS AI,0
Brisbane,Manufacturing,AI Researcher,3,15.12,Scikit-learn,1
Cairns,IT,Data Analyst,7,14.85,ChatGPT,1
Sydney,E-commerce,AI Researcher,2,13.71,PyTorch,0
Perth,IT,Data Scientist,5,12.15,Azure AI,0
Adelaide,Finance,ML Engineer,10,28.65,TensorFlow,1
Wollongong,IT,Data Analyst,0,3.0,TensorFlow,1
Cairns,EdTech,AI Engineer,0,6.87,AWS AI,1
Wollongong,Manufacturing,AI Researcher,9,29.24,Scikit-learn,1
Perth,Finance,AI Engineer,2,10.34,ChatGPT,1
Adelaide,Finance,ML Engineer,4,13.68,Scikit-learn,1
Perth,IT,Data Scientist,0,3.0,Azure AI,1
Cairns,Manufacturing,Data Scientist,11,24.22,TensorFlow,1
Newcastle,E-commerce,AI Engineer,2,8.87,Azure AI,1
Gold Coast,E-commerce,AI Researcher,6,21.08,TensorFlow,0
Brisbane,Healthcare,AI Engineer,1,3.17,TensorFlow,1
Brisbane,Healthcare,AI Researcher,6,19.79,Azure AI,1
Perth,IT,ML Engineer,5,16.78,Azure AI,0
Townsville,Finance,AI Researcher,2,15.28,Azure AI,1
Melbourne,Manufacturing,AI Researcher,10,26.29,TensorFlow,0
Adelaide,E-commerce,Data Scientist,11,26.16,Scikit-learn,1
Cairns,Manufacturing,Data Analyst,8,17.33,PyTorch,0
Perth,IT,ML Engineer,3,9.04,TensorFlow,1
Gold Coast,IT,Data Analyst,4,10.16,PyTorch,1
Melbourne,Manufacturing,ML Engineer,0,6.41,ChatGPT,1
Brisbane,IT,ML Engineer,4,16.02,TensorFlow,1
Newcastle,Manufacturing,AI Engineer,7,18.8,PyTorch,1
Wollongong,Manufacturing,AI Researcher,6,18.53,Scikit-learn,1
Wollongong,Manufacturing,AI Engineer,9,20.04,AWS AI,1
Townsville,Finance,Data Scientist,10,23.73,AWS AI,1
Gold Coast,Healthcare,ML Engineer,5,17.55,TensorFlow,1
Brisbane,IT,AI Engineer,2,8.09,PyTorch,0
Perth,IT,ML Engineer,0,5.13,Scikit-learn,1
Cairns,Manufacturing,AI Researcher,11,30.26,Scikit-learn,0
Gold Coast,IT,Data Analyst,11,25.9,ChatGPT,0
Melbourne,EdTech,Data Scientist,6,16.65,AWS AI,1
Brisbane,EdTech,Data Analyst,6,18.64,Scikit-learn,1
Newcastle,EdTech,AI Engineer,10,25.28,ChatGPT,1
Sydney,Finance,Data Analyst,5,12.2,Scikit-learn,0
Townsville,IT,ML Engineer,2,6.39,ChatGPT,1
Adelaide,IT,Data Analyst,9,19.78,ChatGPT,1
Cairns,E-commerce,AI Researcher,7,26.19,Azure AI,1
Townsville,Healthcare,Data Scientist,6,16.34,ChatGPT,1
Newcastle,Healthcare,AI Engineer,9,21.15,TensorFlow,1
Adelaide,Finance,AI Engineer,5,14.1,AWS AI,1
Brisbane,IT,Data Scientist,2,6.12,Scikit-learn,1
Cairns,Finance,AI Researcher,8,26.17,AWS AI,1
Brisbane,Finance,Data Analyst,6,12.9,Scikit-learn,1
Wollongong,Healthcare,Data Scientist,1,8.66,Azure AI,0
Cairns,E-commerce,ML Engineer,5,15.51,Scikit-learn,1
Melbourne,Finance,Data Scientist,7,17.11,Scikit-learn,1
Newcastle,Finance,AI Engineer,8,18.86,AWS AI,1
Wollongong,EdTech,AI Engineer,4,12.56,Azure AI,1
Newcastle,Manufacturing,AI Engineer,6,15.82,Azure AI,1
Brisbane,Finance,AI Researcher,5,19.83,ChatGPT,0
Gold Coast,Healthcare,Data Analyst,11,22.4,TensorFlow,1
Newcastle,Healthcare,Data Scientist,4,12.13,Scikit-learn,1
Melbourne,EdTech,AI Engineer,5,14.15,AWS AI,1
Melbourne,Healthcare,AI Researcher,1,13.17,ChatGPT,0
Adelaide,IT,Data Scientist,0,3.0,AWS AI,1
Sydney,EdTech,Data Scientist,2,9.52,Azure AI,1
Townsville,Finance,Data Analyst,9,18.89,Scikit-learn,1
Newcastle,EdTech,Data Analyst,2,8.52,PyTorch,0
Townsville,EdTech,Data Scientist,5,11.03,PyTorch,0
Cairns,IT,Data Analyst,9,22.02,TensorFlow,0
Wollongong,Manufacturing,AI Engineer,10,21.65,PyTorch,0
Perth,Manufacturing,AI Researcher,0,8.0,PyTorch,0
Perth,Healthcare,AI Engineer,3,7.5,PyTorch,0
Melbourne,EdTech,Data Scientist,0,3.64,PyTorch,1
Adelaide,Healthcare,AI Engineer,7,18.3,AWS AI,1
Wollongong,E-commerce,ML Engineer,3,14.57,Scikit-learn,0
Townsville,Finance,ML Engineer,0,6.6,PyTorch,0
Perth,Healthcare,Data Scientist,9,20.79,Azure AI,0
Newcastle,EdTech,AI Researcher,10,32.69,AWS AI,1
Brisbane,IT,Data Scientist,5,12.87,Azure AI,1
Brisbane,EdTech,Data Analyst,10,23.28,Scikit-learn,1
Newcastle,E-commerce,AI Researcher,11,29.55,Scikit-learn,1
Melbourne,E-commerce,AI Engineer,10,20.79,Azure AI,1
Brisbane,IT,AI Researcher,7,20.12,ChatGPT,0
Cairns,IT,AI Researcher,3,10.91,PyTorch,0
Townsville,Manufacturing,AI Engineer,5,15.4,ChatGPT,1
Townsville,Finance,Data Analyst,11,22.91,Azure AI,1
Sydney,EdTech,ML Engineer,6,19.74,Azure AI,1
Adelaide,IT,Data Scientist,11,23.71,ChatGPT,1
Gold Coast,Manufacturing,Data Analyst,6,17.42,Azure AI,0
Perth,Healthcare,Data Analyst,3,5.16,Scikit-learn,0
Melbourne,Healthcare,AI Researcher,7,21.05,Azure AI,1
Townsville,Manufacturing,Data Analyst,11,25.37,ChatGPT,1
Cairns,Finance,ML Engineer,1,7.33,Azure AI,1
Townsville,Finance,AI Engineer,6,14.9,TensorFlow,1
Adelaide,IT,Data Analyst,3,11.29,TensorFlow,1
Wollongong,Healthcare,Data Analyst,6,16.03,TensorFlow,0
Cairns,EdTech,Data Scientist,10,24.3,Scikit-learn,0
Sydney,IT,ML Engineer,5,14.16,PyTorch,1
Cairns,Healthcare,AI Engineer,8,21.08,PyTorch,1
Gold Coast,Finance,AI Engineer,3,12.92,TensorFlow,1
Brisbane,E-commerce,ML Engineer,7,19.88,Scikit-learn,1
Newcastle,Manufacturing,ML Engineer,11,31.09,ChatGPT,1
Cairns,Finance,Data Scientist,8,20.61,AWS AI,0
Melbourne,Manufacturing,Data Scientist,7,13.1,TensorFlow,1
Gold Coast,E-commerce,AI Engineer,6,12.55,AWS AI,1
Melbourne,E-commerce,Data Scientist,0,3.0,Scikit-learn,1
Newcastle,Healthcare,Data Analyst,4,11.5,PyTorch,0
Wollongong,IT,AI Researcher,8,22.69,AWS AI,1
Melbourne,Healthcare,ML Engineer,1,7.38,Azure AI,1
Brisbane,Finance,AI Researcher,2,11.37,PyTorch,0
Wollongong,Healthcare,ML Engineer,3,10.41,Scikit-learn,0
Melbourne,IT,Data Scientist,6,15.79,Scikit-learn,1
Townsville,Manufacturing,Data Scientist,6,17.36,Scikit-learn,0
Wollongong,Manufacturing,AI Researcher,6,21.69,PyTorch,1
Gold Coast,E-commerce,Data Scientist,9,21.03,PyTorch,1
Cairns,E-commerce,ML Engineer,2,9.03,ChatGPT,1
Brisbane,IT,Data Scientist,2,7.15,TensorFlow,1
Brisbane,Finance,ML Engineer,6,20.48,Scikit-learn,1
Cairns,Healthcare,AI Researcher,10,25.74,ChatGPT,1
Brisbane,Manufacturing,AI Researcher,3,11.24,TensorFlow,1
Wollongong,Finance,AI Engineer,0,4.14,Scikit-learn,0
Cairns,Manufacturing,AI Engineer,4,8.55,AWS AI,0
Brisbane,Manufacturing,Data Scientist,7,13.63,Scikit-learn,1
Brisbane,Healthcare,Data Scientist,4,13.79,AWS AI,0
Sydney,E-commerce,AI Researcher,9,26.77,PyTorch,0
Gold Coast,IT,Data Analyst,7,18.3,PyTorch,1
Townsville,Healthcare,AI Engineer,10,24.94,Scikit-learn,1
Sydney,Manufacturing,AI Engineer,5,10.51,Azure AI,1
Sydney,Finance,Data Scientist,7,20.9,TensorFlow,0
Townsville,Finance,AI Researcher,8,23.7,Scikit-learn,1
Townsville,Finance,Data Scientist,1,5.98,TensorFlow,1
Townsville,IT,AI Engineer,0,3.0,TensorFlow,1
Townsville,IT,AI Researcher,7,19.31,ChatGPT,1
Gold Coast,Manufacturing,ML Engineer,11,31.63,Scikit-learn,1
Brisbane,Manufacturing,AI Researcher,2,12.05,Azure AI,1
Brisbane,Healthcare,AI Researcher,4,21.78,PyTorch,0
Newcastle,Manufacturing,ML Engineer,5,14.99,ChatGPT,1
Adelaide,Healthcare,AI Engineer,4,9.6,AWS AI,1
Perth,EdTech,AI Engineer,4,14.41,PyTorch,1
Sydney,E-commerce,AI Researcher,4,18.38,PyTorch,1
Townsville,Healthcare,Data Analyst,8,18.46,PyTorch,1
Gold Coast,Healthcare,AI Engineer,3,10.4,AWS AI,1
Townsville,E-commerce,Data Analyst,11,22.84,TensorFlow,1
Gold Coast,IT,Data Analyst,9,23.01,Azure AI,1
Brisbane,EdTech,Data Analyst,1,8.44,Azure AI,0
Wollongong,EdTech,Data Scientist,11,24.32,ChatGPT,1
Cairns,E-commerce,Data Analyst,11,25.17,Azure AI,1
Newcastle,Manufacturing,ML Engineer,0,5.58,PyTorch,1
Townsville,IT,ML Engineer,2,12.54,Azure AI,1
Perth,IT,Data Analyst,11,28.93,Scikit-learn,1
Wollongong,Healthcare,Data Scientist,11,23.79,Scikit-learn,1
Townsville,E-commerce,Data Analyst,7,19.43,TensorFlow,1
Brisbane,EdTech,ML Engineer,10,26.83,ChatGPT,1
Perth,Finance,AI Researcher,5,18.43,AWS AI,0
Sydney,EdTech,AI Researcher,4,18.05,Azure AI,1
Townsville,Manufacturing,AI Researcher,8,22.5,PyTorch,0
Cairns,EdTech,Data Analyst,5,12.86,ChatGPT,1
Brisbane,E-commerce,ML Engineer,10,25.68,Scikit-learn,1
Gold Coast,Finance,AI Researcher,4,20.01,Azure AI,1
Townsville,EdTech,Data Analyst,5,12.74,AWS AI,1
Perth,E-commerce,AI Engineer,4,12.5,Azure AI,1
Gold Coast,EdTech,AI Researcher,9,23.66,AWS AI,1
Melbourne,Manufacturing,AI Researcher,7,21.83,Azure AI,1
Sydney,Manufacturing,ML Engineer,6,15.49,ChatGPT,1
Brisbane,Finance,Data Scientist,1,7.3,Azure AI,1
Newcastle,Finance,Data Analyst,8,16.7,AWS AI,1
Brisbane,IT,ML Engineer,0,9.18,PyTorch,1
Sydney,IT,Data Scientist,6,13.47,Azure AI,0
Perth,EdTech,AI Engineer,11,28.62,TensorFlow,1
Melbourne,Finance,ML Engineer,1,9.66,TensorFlow,1
Gold Coast,Finance,Data Scientist,9,24.79,PyTorch,1
Perth,Finance,Data Scientist,8,22.73,Azure AI,1
Brisbane,Finance,AI Engineer,2,4.43,Scikit-learn,1
Sydney,EdTech,AI Researcher,0,11.96,TensorFlow,1
Townsville,Finance,AI Researcher,8,24.37,Azure AI,0
Perth,E-commerce,AI Engineer,8,21.41,PyTorch,0
Perth,Finance,ML Engineer,7,22.27,AWS AI,1
Adelaide,E-commerce,AI Engineer,7,20.03,TensorFlow,1
Townsville,Healthcare,AI Engineer,7,18.34,TensorFlow,1
Perth,Finance,Data Scientist,8,19.6,AWS AI,1
Gold Coast,Manufacturing,Data Analyst,3,8.57,ChatGPT,0
Townsville,Finance,AI Engineer,4,12.53,Azure AI,1
Sydney,Healthcare,Data Scientist,10,19.73,Azure AI,1
Newcastle,IT,Data Scientist,5,12.89,ChatGPT,1
Melbourne,Finance,Data Scientist,9,19.86,ChatGPT,0
Cairns,Manufacturing,Data Analyst,2,11.67,Azure AI,1
Gold Coast,Finance,ML Engineer,2,12.41,Azure AI,1
Cairns,Finance,Data Scientist,7,17.91,Scikit-learn,1
Perth,Manufacturing,AI Researcher,4,14.91,TensorFlow,1
Wollongong,Manufacturing,Data Scientist,4,10.45,TensorFlow,0
Melbourne,Finance,AI Engineer,9,22.26,AWS AI,0
Gold Coast,E-commerce,AI Researcher,11,28.61,Azure AI,0
Gold Coast,Healthcare,Data Scientist,3,6.69,PyTorch,1
Brisbane,Manufacturing,AI Researcher,0,7.51,ChatGPT,0
Sydney,Manufacturing,Data Analyst,1,5.52,ChatGPT,1
Newcastle,E-commerce,AI Researcher,1,8.17,Azure AI,1
Newcastle,EdTech,Data Analyst,6,16.98,Azure AI,0
Townsville,Healthcare,Data Analyst,5,10.08,TensorFlow,0
Sydney,Healthcare,AI Engineer,11,27.33,Azure AI,1
Perth,E-commerce,Data Scientist,2,6.54,PyTorch,1
Cairns,E-commerce,Data Analyst,6,17.28,Scikit-learn,1
Townsville,IT,ML Engineer,5,17.54,ChatGPT,1
Wollongong,Finance,ML Engineer,7,23.87,Scikit-learn,1
Wollongong,E-commerce,AI Researcher,1,11.02,TensorFlow,0
Melbourne,Healthcare,Data Analyst,2,4.69,ChatGPT,0
Brisbane,IT,Data Analyst,7,15.86,Scikit-learn,1
Perth,IT,Data Scientist,2,9.25,Azure AI,1
Adelaide,Manufacturing,Data Scientist,7,16.72,ChatGPT,1
Adelaide,Finance,ML Engineer,0,7.82,TensorFlow,1
Newcastle,Manufacturing,ML Engineer,7,21.2,Azure AI,0
Perth,IT,AI Engineer,6,13.71,PyTorch,0
Townsville,EdTech,Data Scientist,4,10.88,Azure AI,0
Brisbane,EdTech,ML Engineer,6,21.13,Azure AI,0
Gold Coast,Manufacturing,AI Engineer,10,24.02,TensorFlow,0
Gold Coast,Finance,Data Scientist,2,7.37,Azure AI,1
Wollongong,E-commerce,AI Engineer,10,18.52,TensorFlow,0
Melbourne,Healthcare,Data Scientist,4,12.28,TensorFlow,0
Townsville,Healthcare,AI Engineer,9,26.09,Scikit-learn,1
Townsville,Healthcare,AI Researcher,9,27.53,Azure AI,1
Gold Coast,Manufacturing,AI Researcher,10,29.84,ChatGPT,1
Perth,IT,Data Scientist,7,18.48,AWS AI,1
Wollongong,Healthcare,AI Researcher,5,19.03,Scikit-learn,1
Gold Coast,Finance,Data Scientist,2,7.15,ChatGPT,0
Newcastle,Healthcare,AI Engineer,6,15.3,ChatGPT,1
Cairns,IT,ML Engineer,3,9.81,Azure AI,1
Gold Coast,E-commerce,Data Scientist,10,28.08,PyTorch,1
Wollongong,Manufacturing,AI Researcher,4,17.73,PyTorch,0
Melbourne,Manufacturing,Data Analyst,4,13.77,Scikit-learn,1
Wollongong,Manufacturing,ML Engineer,1,8.05,PyTorch,1
Perth,EdTech,AI Engineer,1,4.62,Scikit-learn,1
Sydney,E-commerce,ML Engineer,2,13.16,Scikit-learn,0
Perth,E-commerce,Data Analyst,2,5.25,Azure AI,1
Cairns,Healthcare,AI Engineer,2,3.16,AWS AI,1
Wollongong,Manufacturing,ML Engineer,4,15.97,Azure AI,1
Adelaide,EdTech,AI Engineer,4,12.01,AWS AI,1
Perth,Manufacturing,AI Researcher,8,26.76,ChatGPT,0
Brisbane,Manufacturing,Data Scientist,0,4.88,Scikit-learn,1
Wollongong,Healthcare,Data Analyst,11,26.04,ChatGPT,0
Wollongong,EdTech,AI Researcher,0,8.3,TensorFlow,0
Townsville,IT,AI Researcher,10,28.14,PyTorch,1
Wollongong,E-commerce,ML Engineer,0,3.86,PyTorch,1
Gold Coast,IT,AI Researcher,6,22.67,AWS AI,1
Adelaide,Finance,AI Engineer,7,16.37,PyTorch,0
Newcastle,IT,AI Engineer,4,12.84,PyTorch,1
Newcastle,EdTech,Data Analyst,7,18.71,Scikit-learn,1
Melbourne,IT,AI Researcher,9,28.99,TensorFlow,1
Wollongong,Finance,Data Analyst,10,22.64,ChatGPT,0
Newcastle,E-commerce,Data Scientist,5,12.34,Scikit-learn,1
Newcastle,EdTech,Data Scientist,3,7.06,TensorFlow,1
Wollongong,Healthcare,Data Analyst,2,7.82,TensorFlow,1
Adelaide,Manufacturing,Data Scientist,7,14.88,AWS AI,1
Newcastle,Finance,Data Analyst,0,7.61,PyTorch,1
Brisbane,E-commerce,Data Analyst,6,15.6,Scikit-learn,1
Wollongong,Healthcare,Data Scientist,10,22.41,Azure AI,1
